note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
68c90c5e000000001300f86d,normal,大疆 还是忍不住入手了,"书接上回，自动上下水版本预留柜子装不进去退掉之后，我又买了水箱版！
	
购买原因：预留柜子的尺寸其他家的上下水版本也装不了，只能装水箱版，犹豫很长时间后还是决定买大疆，主要还是相信大疆的工业设计能力和产品体验
	
#扫地机器人[话题]# #大疆ROMO扫地机器人[话题]# #",,1758006366000,1758006367000,5e42b52a0000000001002cbb,watt,https://sns-avatar-qc.xhscdn.com/avatar/5e42b556c1e2f000016f75e6.jpg,1.1万,1020,392,1290,,"http://sns-webpic-qc.xhscdn.com/202511221523/7f10c4131cef45436059040b08e647e5/1040g00831mg0s0fj682g5ni2mkl08b5r0b1jdlg!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/187be1039ca16251fb50aa8bd0ae9950/1040g00831mg0s0fj680g5ni2mkl08b5ru50vkog!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/17db4c1138a05ad0126c0a385d944f14/1040g00831mg0s0fj68105ni2mkl08b5r0geg858!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/a51fe3d55792ebd60ba992b9ef3ea979/1040g00831mg0s0fj681g5ni2mkl08b5rlt8c2eg!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/677a1ea4a873612ac0ebc72c4330e6b1/1040g00831mg0s0fj68205ni2mkl08b5rj7mnk08!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/9dc0585ad7dbc9df0731271445b620ce/1040g00831mg0s0fj68005ni2mkl08b5rsm2vsdg!nd_dft_wlteh_webp_3","扫地机器人,大疆ROMO扫地机器人",1763796257895,https://www.xiaohongshu.com/explore/68c90c5e000000001300f86d?xsec_token=ABIfWdWI2eShWSvV-6VlhReBT4Wyaq289Qr_bGZ1KQ3xc=&xsec_source=pc_search,大疆扫地机器人怎么样,ABIfWdWI2eShWSvV-6VlhReBT4Wyaq289Qr_bGZ1KQ3xc=
6896b942000000002500c009,normal,大疆扫地机初体验(啰嗦版),"ROMO P上下水版，很久之前用的还是石头那种只有充电底座的，垃圾拖布啥的都要自己倒自己洗，想重新买挺久了。看大疆出来了扫地机，没敢冲首发，纠结了一天[失望R]，看了一天评测和帖子，决定还是买回来试试哈哈哈
昨天到货就约了师傅上门安装，直接装在阳台了，很顺畅。昨天干了一遍活，早上起来又让它出了干了遍活
	
先说结论，对我来说，够用！我实现光脚自由了哈哈哈，已经决定留下来了
	
然后细说下优缺点
1. 建图很快，昨天建图的时候几分钟就搞定了
2. 边边角角都给我扫到拖到了，而且也都贴得很近，还有我那陈年扫不到的衣柜底部也进去了，感动😂
3. 拖完地面看起来很干净，没水渍，也一下子就干了，可能也跟我家地面材料有关？
4. 越障我觉得还行啊，买之前最纠结就是这个，我家两个槛，都在2cm出头，还有一个推拉门，就怕过不去，回来试了两天，能过哈哈哈。不过还有个点就我是在app关掉了跌落检测的，看提示说能提升越障能力，看好多说越障不行的姐妹感觉也可以关掉试试
5. 洗拖布时间好像有一丢丢久，不过也可能是因为我这两天一直盯着它干活，把我心理时长拉长了[笑哭R]，但是冲着官方宣传的200天免维护，也能接受了，毕竟平时都是我上班它干活，也不会一直呆在那看它
	
暂时先这些了，有啥问题随时问哈哈哈[害羞R]
	
#扫地机器人[话题]# #解放双手的扫地机[话题]# #扫地机器人怎么选[话题]# #扫地[话题]# #拖地[话题]#",,1754708290000,1754708674000,5bb8c8bd3b41e5000138b7cb,TTT,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gbfa3aqj86g4bb7be4brdubpr203io,5435,2261,538,1593,,"http://sns-webpic-qc.xhscdn.com/202511221523/bf4fb5c6183fd2613806ac16fe74620d/notes_pre_post/1040g3k031kus7qm8kk004bb7be4brdubo5mvoq8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/aab88f7e3b13c141b09525c00f96db06/notes_pre_post/1040g3k031kus7qutjq0g4bb7be4brdubmsn101o!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/0b223f340e700dab9d891c7b27d398d1/notes_pre_post/1040g3k031kus7se8jq004bb7be4brdubid8psjo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/770cbb79a1457d970f9c0b8c900ef63a/notes_pre_post/1040g3k031kus7ru4ia004bb7be4brdubiucudu8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/102a6d7e4e0813db3b1cfd1de651d070/notes_pre_post/1040g3k031kus7rem4k004bb7be4brdublofkem8!nd_dft_wgth_webp_3","扫地机器人,解放双手的扫地机,扫地机器人怎么选,扫地,拖地",1763796257908,https://www.xiaohongshu.com/explore/6896b942000000002500c009?xsec_token=AB9ANBVNVJT5I7PdnK9i8_As0SAJPtJT7dDe3ivDqm9Jo=&xsec_source=pc_search,大疆扫地机器人怎么样,AB9ANBVNVJT5I7PdnK9i8_As0SAJPtJT7dDe3ivDqm9Jo=
68d36e0c000000000e00c3f9,normal,纠结大疆romo扫地机器人好不好的看这里！,"如题！我家之前是石头g10s顶配版。花了5000左右。
最近坏了换了大疆。我说说感受哈！
最大最大的区别！噪音完全无感，之前我老婆总会说太吵，不让开扫地机器人，这个昨天我老婆在房间睡觉，机器人不小心进去了，我老婆居然说不吵，能接受！
2.完全不智障了！目前用了一周，家里地上孩子各种玩具很多，一次都没有卡住过！
3.清扫时间是不快的，但是效率贼高。这话怎么理解？就是我让他去拿扫马上到目的地，速度慢，但是扫的干净啊，边刷，拖把都会伸出来。
4.越障能力大大提升。我家之前有个坎，我装了门槛条，还是过不去，落差大概3-4cm。。大疆它居然会想着斜着一步一步往上爬！聪明！
5.颜值无敌
6.我以前是米粉，现在是大疆粉！
我买的透明机器加普通基座上下水版本，因为我装在阳台外面有柜子。我觉得也够用了。",,1758686732000,1758686733000,5c0958e8000000000501545e,小北,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ijl1oqu02004busllcegl2uoen79i8,4420,1672,542,1424,,"http://sns-webpic-qc.xhscdn.com/202511221523/6c84fe8e5e074aecd4469343208300b1/1040g00831mq57c5i6g0g4busllcegl2uq42kkv0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/5ca12f3282e00c1fa358624525c415a2/1040g00831mq57c5i6g204busllcegl2uajp32n0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/69144230108ac53edbed20e82e2740d1/1040g00831mq57c5i6g1g4busllcegl2u611vqfg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/95b88cd59c564c81d995169a27909af4/1040g00831mq57c5i6g004busllcegl2ui68qou0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511221523/e6d641bbf7e2e871d3b2f35cc1e59250/1040g00831mq57c5i6g104busllcegl2uelkq9po!nd_dft_wlteh_webp_3",,1763796257913,https://www.xiaohongshu.com/explore/68d36e0c000000000e00c3f9?xsec_token=ABrMKw2SvhXQ0GydyV60Bc6no5DNxv2JIoTqBP6X0_CFw=&xsec_source=pc_search,大疆扫地机器人怎么样,ABrMKw2SvhXQ0GydyV60Bc6no5DNxv2JIoTqBP6X0_CFw=
6900b236000000000700ac85,video,让家从容洁净，家务伙伴大疆 ROMO P,"以前总觉得，维持一个家的洁净，是一场无止境的循环。直到家里多了一个安静忙碌的小帮手——大疆ROMO  P扫地机器人，生活的节奏，忽然就变得从容起来。
#大疆ROMOP[话题]# #大疆ROMO扫地机器人[话题]# #大疆ROMO[话题]# #扫地机器人[话题]# #大疆扫地机器人[话题]# #大疆Romo扫地机器人[话题]##清洁电器[话题]# #智能家居[话题]# #家的养成计划[话题]# #每一种生活都值得记录[话题]#",http://sns-video-bd.xhscdn.com/pre_post/1040g0cg31o6bjbvo52l05oq3rif6bji5e4an4og,1761711834000,1761653303000,6343dc9e000000001901ce45,当然爱生活,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mrssabj50105oq3rif6bji5erkd61g,4415,2371,94,19,陕西,http://sns-webpic-qc.xhscdn.com/202511221523/8c3655ae2a2254318fc8636865963692/1040g00831o6bjbvql0005oq3rif6bji5gfihlp0!nd_dft_wlteh_webp_3,"大疆ROMOP,大疆ROMO扫地机器人,大疆ROMO,扫地机器人,大疆扫地机器人,大疆Romo扫地机器人,清洁电器,智能家居,家的养成计划,每一种生活都值得记录",1763796257925,https://www.xiaohongshu.com/explore/6900b236000000000700ac85?xsec_token=ABeg42dOEEF4C3bXvjw29ePcYtq2wilm-sMpegREJzq1A=&xsec_source=pc_search,大疆扫地机器人怎么样,ABeg42dOEEF4C3bXvjw29ePcYtq2wilm-sMpegREJzq1A=
68ff4c01000000000300d07d,video,二胎家庭清洁难题被大疆ROMO P轻松KO！,"当妈后才知道，什么叫刚打扫完，转身就回到解放前。
我家两个宝儿太会折腾了，饼干渣、泼牛奶…
我每天和地板上的烂摊子斗智斗勇，真的太消耗人了！
直到遇见大疆ROMO P扫地机器人，我才真正被解救出来！
它能聪明避障，清洁到位，就连基站都能自清洁，妥妥的清洁帮手。
现在家里被打扫得干干净净，宝宝光脚乱跑我也不担心啦~
它换来的不只是干净，更是能安心陪娃的宝贵时间和精力
#扫地机器人[话题]##大疆扫地机器人[话题]##大疆ROMO扫地机器人[话题]##大疆ROMO[话题]# P #清洁电器[话题]##智能家居[话题]##带娃好物分享[话题]##宝妈必备[话题]##育儿神器[话题]##我的智能家居[话题]# #科技拯救妈妈[话题]##扫地机器人推荐[话题]# #光脚自由[话题]# #真香现场[话题]#",http://sns-video-bd.xhscdn.com/pre_post/1040g0cg31o4v83246g005nvv3p508l8ni0b1he8,1761570149000,1761561601000,5fff1e4a0000000001005517,Fay夫人（大平层装修中）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mrs0npu5i005nvv3p508l8nvn3tpbg,4344,853,163,13,湖南,http://sns-webpic-qc.xhscdn.com/202511221523/440166defb0d8c3cdec57a1e336f3041/1040g2sg31o4rgaiumg005oj8j12odcv2csm91io!nd_dft_wlteh_webp_3,"扫地机器人,大疆扫地机器人,大疆ROMO扫地机器人,大疆ROMO,清洁电器,智能家居,带娃好物分享,宝妈必备,育儿神器,我的智能家居,科技拯救妈妈,扫地机器人推荐,光脚自由,真香现场",1763796257942,https://www.xiaohongshu.com/explore/68ff4c01000000000300d07d?xsec_token=ABcbQZhpZdRAbiBGBCMdbnfbRJUL-42zenSd8HFsHVwMU=&xsec_source=pc_search,大疆扫地机器人怎么样,ABcbQZhpZdRAbiBGBCMdbnfbRJUL-42zenSd8HFsHVwMU=
69203cc3000000001e000b53,video,新家已经差不多完工啦～,#大疆ROMO扫地机器人[话题]##扫地机器人[话题]##大疆扫地机器人[话题]#,http://sns-video-bd.xhscdn.com/1040g00g31p54j9h52ce05o9r0qg0kp71c9nmnp0,1763726685000,1763722952000,613b06a000000000020264e1,小豆腐Molly,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319chhfc2lq005o9r0qg0kp71tqg9b80,4370,206,149,193,浙江,http://sns-webpic-qc.xhscdn.com/202511221523/7ba3270bc99be783e7381a35431885b2/1040g00831p54j9hkia105o9r0qg0kp7105rl6u0!nd_dft_wlteh_webp_3,"大疆ROMO扫地机器人,扫地机器人,大疆扫地机器人",1763796257950,https://www.xiaohongshu.com/explore/69203cc3000000001e000b53?xsec_token=AB5Ig78hbGgvbHXaO2LMrxtDtv-GEPidLyc7sCyDeUmOI=&xsec_source=pc_search,大疆扫地机器人怎么样,AB5Ig78hbGgvbHXaO2LMrxtDtv-GEPidLyc7sCyDeUmOI=
691ee07b000000000d03d404,video,挑战一整天不闯祸...,是很乘的小狗了～竟然还会用大疆 ROMO P帮妈妈打扫卫生！#小狗[话题]# #小花花的每一天[话题]# #宠物生活月刊[话题]# #扫地机器人[话题]# #大疆扫地机器人[话题]# #大疆ROMOP[话题]# #大疆ROMO扫地机器人[话题]#,http://sns-video-bd.xhscdn.com/pre_post/1040g2t031p3qn6p7iseg5n5b111ls7d7aqom1s0,1763634687000,1763631409000,5cab08430000000017021da7,小花花的每一天,https://sns-avatar-qc.xhscdn.com/avatar/6250407c9a6b6bd137d8ef34.jpg,3677,487,140,341,安徽,http://sns-webpic-qc.xhscdn.com/202511221523/240fba3a921b3829ba1b25caf4887bb6/1040g2sg31p3qn6p72seg5n5b111ls7d7pkfuk1o!nd_dft_wlteh_webp_3,"小狗,小花花的每一天,宠物生活月刊,扫地机器人,大疆扫地机器人,大疆ROMOP,大疆ROMO扫地机器人",1763796257960,https://www.xiaohongshu.com/explore/691ee07b000000000d03d404?xsec_token=ABGcoNxGF7gmRGjE4AbMbcLcv1Z-yBewxKmSZgDZQe7fM=&xsec_source=pc_search,大疆扫地机器人怎么样,ABGcoNxGF7gmRGjE4AbMbcLcv1Z-yBewxKmSZgDZQe7fM=
690482d200000000050105c7,video,大疆ROMO S的黄金三角！懒人必备的瑰宝😍,"看，大疆ROMO S来啦！🤖✨
这家伙可是把无人机的“黑科技”用在了扫地拖地上，堪称地面的“贴地飞行器”！
它有一双毫米级精准的“透视眼”👀，什么数据线、拖鞋、甚至透明玻璃杯都能聪明绕开，彻底告别“车祸现场”。
清洁力也是“大力士”级别，25000Pa飓风吸力💨，配合能外扩8厘米的“灵活小胳膊”，边边角角的灰尘都无处可逃。
最棒的是，它还是个“全自动小管家”，打扫完自己就跑回基站“洗澡烘干”🚿，真正让你实现“光脚自由”🦶，懒人生活幸福指数直接拉满！🎉
#扫地机器人[话题]# #大疆扫地机器人[话题]# #大疆ROMO扫地机器人[话题]# #扫地机器人测评[话题]# #清洁电器[话题]# #家电选购指南[话题]# #智能家居[话题]#",http://sns-video-bd.xhscdn.com/1040g00g31oa33rqgl88g5odo2ae40l2jv0l9780,1761911973000,1761903315000,61b8129c0000000010005453,苏喜家装记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kbnvpq1iu105odo2ae40l2j9f8afoo,3090,2046,115,16,广东,http://sns-webpic-qc.xhscdn.com/202511221523/65ba9bcd4a423172cb951e2c64b8bd1f/1040g00831oa33r7ql8005odo2ae40l2j8rnjvhg!nd_dft_wlteh_webp_3,"扫地机器人,大疆扫地机器人,大疆ROMO扫地机器人,扫地机器人测评,清洁电器,家电选购指南,智能家居",1763796257972,https://www.xiaohongshu.com/explore/690482d200000000050105c7?xsec_token=ABDzWR6AmJqLpzjApHhYORfu3J7AJRZNfIciLpPt36dDw=&xsec_source=pc_search,大疆扫地机器人怎么样,ABDzWR6AmJqLpzjApHhYORfu3J7AJRZNfIciLpPt36dDw=
6892f751000000000302676b,video,最奇特的大疆产品？DJI ROMO上手,DJI ROMO应该是大疆最奇特的产品之一了，作为大疆的第一款扫地机，你会发现它和我们熟悉的无人机有着非常高的同源性，这一次，我们从智能性、清洁能力和实用性三个维度，来和你一起看看，DJI ROMO用起来到底怎么样。如果你喜欢这期节目，请多多支持我们，并把视频分享给你的朋友们一起看看！ ﻿#科技[话题]#﻿ ﻿#数码[话题]#﻿ ﻿#DJI[话题]#﻿ ﻿#大疆[话题]#﻿ ﻿#大疆新品[话题]#﻿ ﻿#ROMO[话题]#﻿ ﻿#扫地机[话题]#﻿ ﻿#扫地机器人[话题]#﻿﻿,http://sns-video-bd.xhscdn.com/spectrum/1040g35031krcd2aaig0g5n33i644h64j3sqrrdg,1754483426000,1754473786000,5c6391880000000012009893,影视飓风,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2mc0g5egju06g5n33i644h64jgr96md8,2871,603,291,1994,,http://sns-webpic-qc.xhscdn.com/202511221523/9d91af07e916fb53f5a450d4e164c2c3/spectrum/1040g0k031kr6pv442a005n33i644h64j0747atg!nd_dft_wlteh_webp_3,"科技,数码,DJI,大疆,大疆新品,ROMO,扫地机,扫地机器人",1763796257991,https://www.xiaohongshu.com/explore/6892f751000000000302676b?xsec_token=ABSBP7LUA_BMhmIXZ0mR6d4lJKGXxGMp_EPqtN5TcKOuA=&xsec_source=pc_search,大疆扫地机器人怎么样,ABSBP7LUA_BMhmIXZ0mR6d4lJKGXxGMp_EPqtN5TcKOuA=
691ee0e1000000001d03aae9,video,带娃脏乱的家，被大疆 ROMO S硬控了！,"育儿师，也怕带娃搞卫生！
之前扫地机吸发卡、漏垃圾！还要监督“上班”
比自己打扫一遍还累
直到入了大疆 ROMO S
才体验到“带着脑子工作”的扫地机器人有多香！
#扫地机器人[话题]# #大疆扫地机器人[话题]# #大疆ROMOS[话题]# #大疆ROMO扫地机器人[话题]##扫地机器人测评[话题]# #清洁电器[话题]# #家电选购指南[话题]# #智能家居[话题]#",http://sns-video-bd.xhscdn.com/pre_post/1040g0cg31p3qpo1328rg5pd2j2e8grnra6r38n0,1763633638000,1763631330000,65a2989c0000000022006efb,博士妈妈-joan,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31h4nl05rjc505pd2j2e8grnrc4r4fto,2361,1240,71,8,江西,http://sns-webpic-qc.xhscdn.com/202511221523/051ade895c19e124bf95162ce71a4da8/1040g2sg31p3qpmtli8405pd2j2e8grnr47g61ag!nd_dft_wlteh_webp_3,"扫地机器人,大疆扫地机器人,大疆ROMOS,大疆ROMO扫地机器人,扫地机器人测评,清洁电器,家电选购指南,智能家居",1763796257996,https://www.xiaohongshu.com/explore/691ee0e1000000001d03aae9?xsec_token=ABGcoNxGF7gmRGjE4AbMbcLYsZPSvKS4ni7bFxtWF5yn4=&xsec_source=pc_search,大疆扫地机器人怎么样,ABGcoNxGF7gmRGjE4AbMbcLYsZPSvKS4ni7bFxtWF5yn4=
